,Academic Item,Session 1,Session 2,Co-requisite,Pre-requisite
989,ENGX8011,False,True,,Admission to MCrWrit (OUA)
990,ENGX8015,True,False,,"Admission to MCrWrit
"
991,ENGX8017,False,True,,Admission to MCrWrit (OUA)
992,ENGX8022,True,False,,"Admission to MCrWrit
"
993,ENGX8026,True,False,,"Admission to MCrWrit
"
994,ENGX8030,False,True,,"Admission to MCrWrit
"
995,ENGX8036,False,True,,Permission by Special approval and ENGX8090 and ENGX8026
996,ENGX8075,False,True,,Admission to MCrWrit
997,ENGX8090,True,False,,"Admission to MCrWrit
"
998,ENVS1000,True,False,,Admission to BEnv
999,ENVS1017,True,False,,
1000,ENVS1018,False,True,,
1001,ENVS1500,True,True,,
1002,ENVS1501,False,True,,Wuyagiba Study Hub Program 1
1003,ENVS2115,False,True,,60cp at 1000 level or above
1004,ENVS2237,False,True,,60cp at 1000 level or above
1005,ENVS2266,True,False,,ENVE117 or ENVS117 or ENVS1017 or GEOS117 or GEOS112 or GEOS1110 or EESC1150
1006,ENVS2364,True,False,,40cp at 1000 level or above
1007,ENVS2467,False,True,,GEOS114 or ENV118 or ENVS1018 or GEOS118 or ENVS117 or ENVS1017
1008,ENVS3102,True,False,,(130cp at 1000 level or above) including (GEOS216 or ENVE216 or ENVS216 or ENVS2116 or EESC2160)
1009,ENVS3238,False,True,,(130cp at 1000 level or above) including (ENVE266 or ENVS266 or ENVS2266 or GEOS266)
1010,ENVS3240,True,False,,(130cp at 1000 level or above) including (ENVS2115(Cr) or ENVS266 or ENVS2266 or ENVE214(Cr) or ENVE266 or GEOS214(Cr) or GEOS266)
1011,ENVS3383,False,True,,(130cp at 1000 level or above) including (ENV264 or ENVS264 or ENVS2364 or GEOS264)
1012,ENVS3462,True,False,,130cp at 1000 level or above including (ENV267 or ENVS2467 or ENVS214 or ENVS2115)
1013,ENVS3463,False,True,,(130cp at 1000 level or above) and (Admission to BEnv or by Permission by Special Approval)
1014,ENVS6115,False,True,,
1015,ENVS6202,True,False,,
1016,ENVS6364,True,False,,
1017,ENVS6405,False,True,,
1018,ENVS7104,True,False,,Admission to MRes
1019,ENVS7205,False,True,,Admission to MRes
1020,ENVS7353,False,True,,Admission to MRes and (ENVS708 or ENVS7308 or ENVS2364 or ENVS6364 or NSCI7364)
1021,ENVS7418,False,True,,Admission to MRes
1022,ENVS7498,False,True,,Admission to MRes
1023,ENVS8104,True,False,,Admission to MEnv or MSc or GradDipEnv or GradCertEnv or MWldMgt or MConsBiol or GradDipConsBiol or MMarScMgt or MSusDev or GradDipSusDev or GradCertSusDev or MPlan or MEngEnvSafetyEng or MScInnovationEnvSc
1024,ENVS8205,False,True,,Admission to MEnv or MSc or GradDipEnv or GradCertEnv or MEnvPlan or MConsBiol or MPH or GradDipConsBiol or MPlan or MEngEnvSafetyEng or MScInnovationEnvSc or MSusDev
1025,ENVS8229,False,True,,Admission to MEnv or MSc or GradDipEnv or GradCertEnv or MEnvPlan or MPlan or MConsBiol or MPH or MMarScMgt or MScInnovationEnvSc or MSusDev
1026,ENVS8353,False,True,,GEOS801 or GEOS810 or ENVE810 or ENV808 or ENVS808 or ENVS8308 or ENVS6364
1027,ENVS8403,True,False,,Admission to MEnv or MEnvEd or MEnvMgt or MEnvStud or MEnvPlan or MPlan or MSusDev or MSc or MWldMgt or MMarScMgt or GradCertEnv or GradDipEnv or GradCertSusDev or GradDipSusDev or MConsBiol or MEngEnvSafetyEng or MScInnovationEnvSc
1028,ENVS8418,False,True,,Admission to MEnv or MSc or MEnvEd or MEngMgt or MEnvMgt or MEnvStud or MEnvPlan or MPlan or MSusDev or MWldMgt or MMarScMgt or MSocEntre or GradDipEnv or GradCertEnv or GradCertSusDev or GradDipSusDev or GradCertEnvPlan or MConsBiol or GradDipConsBiol or MEngEnvSafetyEng or MScInnovationEnvSc
1029,ENVS8498,False,True,,Admission to MEnv or MSc or GradDipEnv or GradCertEnv or MEnvPlan or MPlan or MSusDev or GradDipSusDev or GradCertSusDev or MMarScMgt or MConsBiol or GradDipConsBiol or MEngEnvSafetyEng or MScInnovationEnvSc
1030,ENVS8519,False,True,,Admission to MEnv or MSc or GradDipEnv or GradCertEnv or MEnvPlan or MPlan or MPH or MSusDev or GradDipSusDev or GradCertSusDev or GradCertDevStudGlobalHlth or MWldMgt or MMarScMgt or MConsBiol or GradDipConsBiol or MDevStud or MScInnovationEnvSc
1031,ENVS8525,True,False,,Admission to MEnvEd or MSc or MEngMgt or MEnvMgt or MEnvStud or MSusDev or MEnvPlan or MPlan or MDevCult or MIntRel or MEnv or MPPP or MSocEntre or GradDipEnv or GradCertEnv or GradCertSusDev or GradDipSusDev or GradDipIntRel or MPH or MDevStud or GradCertDevStudGlobalHlth or MTransInterMIntRel or MMarScMgt or GradCertSocEntre or MEngEnvSafetyEng or MScInnovationEnvSc
1032,ENVS8527,True,False,,Admission to MEnvEd or MSc or MEnvMgt or MEnvStud or MEnvPlan or MSusDev or MWldMgt or MEnv or MSocEntre or GradCertSocEntre or GradDipEnv or GradCertEnv or GradCertSusDev or GradDipSusDev or MConsBiol or GradDipConsBiol or MPH or MDevStud or MEngEnvSafetyEng or MScInnovationEnvSc
1033,ENVS8544,False,True,,(80cp at 8000 level and admission to MEnv or MSusDev or MEnvEd or MEnvMgt or MEnvStud or MEnvPlan or MPlan or MSocEntre) or (40cp at 8000 level and admission to MSc)
1034,ENVS8990,True,False,,
1035,ESPS1000,True,False,,Admission to BExerSpSc
1036,ESPS1001,True,False,,Admission to BExerSpSc
1037,ESPS1002,False,True,,ESPS1000
1038,ESPS1003,False,True,,ESPS1000
1039,ESPS2000,False,True,,PSYU1101 & ESPS1000
1040,ESPS2001,True,False,,ESPS1003 & STAT1170
1041,ESPS2002,True,False,,ESPS1000 & ESPS1002
1042,ESPS2003,True,False,,60cp at 1000 level or above and admission to BExerSpSc
1043,ESPS2200,False,True,,80cp at 1000 level or above (including ESPS2002) and admission to BExerSpSc
1044,FOAR7000,True,False,,Admission to MRes
1045,FOAR7001,False,True,,FOAR7000
1046,FOAR7003,False,True,,Admission to BPhil/MRes
1047,FOAR7004,False,True,,Admission to MRes
1048,FOAR7005,True,False,,Admission to MRes
1049,FOAR7006,True,False,,Admission to MRes
1050,FOAR7007,True,False,,Admission to MRes
1051,FOAR7008,True,False,,Admission to MRes
1052,FOAR7010,True,False,,Admission to MRes
1053,FOHS3050,True,False,,60cp at 2000 level or above
1054,FOSE1005,True,True,,
1055,FOSE1015,True,True,,
1056,FOSE1025,True,True,,
1057,FOSE2901,False,True,,Admission to BAdvSci and Permission by Special Approval
1058,FOSE3000,True,True,,Admission to (BSc or BAdvSc) and 20cp at 3000 level
1059,FOSE3901,False,True,,Admission to BAdvSci and Permission by Special Approval
1060,FOSE7000,False,True,,Admission to MRes
1061,FOSE8110,True,True,,40cp at 8000 level including ((FOSC804 or FOSE8010 or MGMT8011) and (FOSC805 or FOSE8020 or MGMT8027))
1062,FOSX1015,True,True,,
1063,FOSX1025,True,True,,
1064,FOSX3000,True,True,,Admission to BSc and 20cp at 3000 level
1065,FREN1010,True,False,,
1066,FREN1020,False,True,,FRN122 or FREN1010
1067,FREN1210,True,False,,HSC French Continuers Band 4 and above or French Extension band E3 and above
1068,FREN1220,False,True,,FREN1210
1069,FREN2010,True,False,,FREN1020 or FRN125 or FRN131
1070,FREN2020,False,True,,FREN2010 or FRN226
1071,FREN2210,True,False,,FREN1220
1072,FREN2220,False,True,,FREN2210
1073,FREN3010,True,False,,FREN2020 or FRN227
1074,FREN3020,False,True,,FRN336 or FREN3010
1075,GEND1000,True,False,,
1076,GEND1020,False,True,,
1077,GEND2030,False,True,,40cp at 1000 level or above
1078,GEND3010,False,True,,130cp at 1000 level or above
1079,GENX1000,True,False,,
1080,GENX3010,False,True,,130cp at 1000 level or above
1081,GEOP1010,True,False,,
1082,GEOP1030,False,True,,
1083,GEOP1040,False,True,,Admission to BPlan
1084,GEOP1080,True,False,,
1085,GEOP2010,True,False,,40cp at 1000 level or above
1086,GEOP2040,False,True,,40cp at 1000 level or above
1087,GEOP2050,True,False,,40cp at 1000 level or above
1088,GEOP2060,False,True,,(GEOP1010 or GEOP111) and (GEOP2010 or GEOP201)
1089,GEOP2070,False,True,,40cp at 1000 level or above
1090,GEOP2080,True,False,,GEOP1040
1091,GEOP3000,True,False,,130cp
1092,GEOP3020,False,True,,130cp
1093,GEOP3030,False,True,,130cp
1094,GEOP3070,False,True,,130cp
1095,GEOP3080,True,False,,130cp including (GEOP212 or GEOP2080)
1096,GEOP3090,True,False,,130cp
1097,GEOP4070,True,False,,130cp
1098,GEOP4080,False,True,,Admission to BPlan and (GEOP2080 or GEOP212) and (GEOP3080 or GEOP370) and permission by special approval
1099,GEOP4090,False,True,,Admission to BPlan and (130cp at 1000 level or above) including ENVG370 or GEOP370 or GEOP3080
1100,GEOP6040,False,True,,Admission to MPlan or MEnv or MSusDev or GradDipEnv or GradCertEnv
1101,GEOP6050,True,False,,Admission to MEnv or MEnvPlan or MPlan or GradDipEnv or GradCertEnv or MSusDev or GradDipSusDev or GradCertSusDev
1102,GEOP6070,False,True,,Admission to MPlan or MEnv or MSusDev or GradDipEnv or GradCertEnv
1103,GEOP6080,True,False,,Admission to MPlan or MEnv
1104,GEOP7000,True,False,,Admission to MRes
1105,GEOP7001,False,True,,Admission to MRes
1106,GEOP8010,False,True,,Admission to MEnvPlan or MPlan or GCertEnvPlan or MEnvEd or MEnvMgt or MEnvStud or MDevCult or MEnv or MPH or MPPP or MSusDev or MAppAnth or MPASR or GradDipPASR or MWldMgt or MSocEntre or GradDipEnv or GradDipSIA or GradCertSIA or GradCertSusDev or GradDipSusDev or GradCertSocEntre or MGlobalHlthDevStud or GradCertGlobalHlthDevStud or GradDipPP or MDevStud or MDevStudGlobalHlth or MSc in (Environmental Health or Remote Sensing and GIS) or MPPPMDevStud or MIntPubDip or MPSP
1107,GEOP8020,True,False,,Admission to MEnv or MEnvEd or MEngMgt or MEnvMgt or MEnvPlan or MPlan or GCertEnvPlan or MEnvStud or MPH or MIntRel or MMarScMgt or MSusDev or GradDipEnv or GradDipSIA or GradCertSIA or GradCertSusDev or GradDipSusDev or MConsBiol or GradDipConsBiol or GradDipIntRel or MDevStud or MSc in (Biodiversity Conservation or Remote Sensing and GIS or Environmental Health) or PGDipSc in Biodiversity Conservation
1108,GEOP8030,False,True,,Admission to MEnvEd or MEngMgt or MEnvMgt or MEnvStud or MPlan or GradCertEnvPlan or MEnvPlan or MSusDev or MPH or MWldMgt or MEnv or GradDipEnv or GradCertSusDev or GradDipSusDev or GradCertSIA or GradDipSIA or GradCertEnvPlan or MConsBiol or GradDipConsBiol or MDevStud or MPPPMDevStud or MPASRMDevStud or MSc in Remote Sensing and GIS
1109,GEOP8040,True,False,,Admission to MEnv or MEnvEd or MEnvMgt or MEnvStud or MEnvPlan or MPlan or GradCertEnvPlan or MSusDev or MWldMgt or MPPP or GradDipEnv or GradCertEnv or GradCertSusDev or GradDipSusDev or MConsBiol or GradDipConsBiol or MDevStud or MMarScMgt or MSc in (Biodiversity Conservation or Remote Sensing and GIS)
1110,GEOP8070,False,True,,Admission to MEnv or MEnvEd or MEnvMgt or MEnvStud or MEnvPlan or MPlan or GradCertEnvPlan or MWldMgt or MPPP or MMarScMgt or MEnvLaw or GradDipEnv or MSusDev or GradCertSusDev or GradDipSusDev or GradCertSIA or GradDipSIA or MConsBiol or GradDipConsBiol or MDevStud or MPASRMDevStud or MPPPMDevStud or MSc in (Biodiversity Conversation or Remote Sensing and GIS or Environmental Health)
1111,GEOP8075,True,False,,Admission to MEnvPlan or MPlan or GradCertEnvPlan or MEnvMgt or MEngMgt or MPPP or MEnv or GradDipEnv or GradCertSusDev or GradDipSusDev or GradCertEnvPlan or GradCertSIA or GradDipSIA or MDevStud or MSusDev
1112,GEOP8090,True,True,,Admission to MPlan and 80cp at 8000 level
1113,GEOP8990,True,True,,Admission to MRes
1114,GEOS8990,True,False,,
1115,GEOX8010,False,True,,Admission to MPASR (OUA) or GradDipPASR (OUA) or MPSP (OUA) 
1116,GRMN1010,True,False,,
1117,GRMN1020,False,True,,GMN104 or GRMN1010
1118,GRMN1210,True,False,,HSC German Extension band E3 and above or Continuers band 4 and above
1119,GRMN1220,False,True,,GRMN1210 or GMN287
1120,GRMN2010,True,False,,GRMN1020 or HSC German Extension band E3 and above or Continuers band 4 and above
1121,GRMN2020,False,True,,GRMN2010
1122,GRMN2210,True,False,,GRMN1220
1123,GRMN2220,False,True,,GRMN2210
1124,GRMN3010,True,False,,GRMN2020 or GMN288
1125,GRMN3020,False,True,,GRMN3010 or GMN310
1126,HLTH2000,False,True,,40cp at 1000 level or above
1127,HLTH2110,False,True,,Admission to BChiroSc and CHIR1101 or CHIR113 or ANAT1001 or HLTH108 or BIOL1210 or BIOL108
1128,HLTH2301,False,True,,20cp from ANAT1001 or HLTH108 or BIOL1110 or BIOL115 or BIOL1210 or BIOL108
1129,HLTH3050,True,True,,(120cp at 1000 level or above including HLTH2000 or HLTH200) or (130cp and admission to BHumanSc or BPsychBHumanSc or BPsych(Hons)BHumanSc) or (30cp in EDUC or ECHE units at 3000 level) or (130cp including 80cp of PSYU units and admission to BSc).
1130,HLTH3100,True,False,,130cp at 1000 level or above including HLTH200 or HLTH2000) or 130cp and admission to BHumanSc
1131,HLTH3140,True,False,,130cp at 1000 level or above including 40cp at 2000 level
1132,HLTH3302,True,False,,130cp at 1000 level or above including HLTH2301 or HLTH215
1133,HLTH3303,False,True,,130cp at 1000 level or above including HLTH2301 or HLTH215
1134,HLTH3500,False,True,,(130cp at 1000 level or above including HLTH200 or HLTH2000) or (130cp and admission to BHumanSc)
1135,HLTH7902,False,True,,Admission to MRes
1136,HSCI8990,True,True,,Admission to MRes
1137,HSCI8991,True,True,,Admission to MRes
1138,HSYP8003,False,True,,Admission to MPH or MPH(Res)
1139,HSYP8005,False,True,,Admission to MPH
1140,HSYP8006,True,False,,Admission to MPH
1141,HSYP8007,True,False,,(HSYP802 or HSYP8101) and (HSYP805 or HSYP8104)
1142,HSYP8100,True,False,,Admission to MPH or MPH(Res) or MAppEcon
1143,HSYP8101,True,False,,Admission to MPH or MPH(Res)
1144,HSYP8102,True,False,,Admission to MPH or MPH(Res) or MAppEcon or MPlan
1145,HSYP8103,False,True,,Admission to MPH or MPH(Res) or MAppEcon
1146,HSYP8104,True,False,,Admission to MPH or MPH(Res)
1147,HSYP8105,False,True,,Admission to MPH or MPH(Res)
1148,HSYP8106,False,True,,Admission to MPH or MPH(Res)
1150,HSYP8107,True,True,,Admission to MPH and (HSYP801 or HSYP8100) and (HSYP802 or HSYP8101)
1149,HSYP8107,True,True,(HSYP803 or HSYP8102) and (HSYP804 or HSYP8103) and (HSYP805 or HSYP8104) and (HSYP806 or HSYP8105),
1151,HSYP8211,True,True,,Permission by special approval
1152,HSYP8990,True,True,,
1153,INDG7001,False,True,,Admission to MRes
1154,INED8001,True,False,,Admission to MIndigenousEd
1155,INED8002,True,False,,Admission to MIndigenousEd
1156,INED8010,True,False,,Admission to MIndigenousEd
1157,INED8020,False,True,,Admission to MIndigenousEd
1158,INED8022,False,True,,Admission to MIndigenousEd 
1159,INED8030,False,True,,Admission to MIndigenousEd
1160,INED8040,True,False,,Admission to MIndigenousEd
1162,INED8050,False,True,NCCW (pre-2020 units),Admission to MIndigenousEd
1163,INTS1000,True,False,,
1164,INTS1015,True,True,,Permission by special approval
1165,INTS1030,True,True,,40cp and permission by special approval
1166,INTS2001,False,True,,50cp at 1000 level or above OR CHIN1210 OR CHIN2010 OR CROA1210 OR CROA2010 OR FREN1210 OR FREN2010 OR GRMN1210 OR GRMN2010 OR ITAL1210 OR ITAL2010 OR MGRK1210 OR MGRK2010 OR RUSS1210 OR RUSS2010 OR SLAS1210 OR SLAS2010
1167,INTS2015,True,True,,Permission by special approval
1168,INTS2020,True,False,,40cp at 1000 level or above
1169,INTS2090,True,True,,40cp and permission by special approval
1170,INTS3000,True,False,,"Exchange-based programs: completion of 130cp, intermediate language level, WAM of 65, and permission by special approval. Students with a WAM below 65 (but at least 60) may be eligible for INTS3000 if they achieve a WAM of 65 in their specialisation language units."
1171,INTS3010,True,True,,Permission by special approval
1172,INTS3013,True,True,,Permission by special approval
1173,INTS3015,True,True,,Permission by special approval
1174,INTS3016,True,True,,Permission by special approval
1175,INTS3020,False,True,,CHIN2210 or CHIN3010 or CROA2210 or CROA3010 or FREN2210 or FREN3010 or GRMN2210 or GRMN3010 or ITAL2210 or ITAL3010 or JPNS2210 or JPNS3010 or MGRK2210 or MGRK3010 or RUSS2210 or RUSS3010 or SLAS2210 or SLAS3010
1176,INTS3030,True,False,,40cp at 2000 level or INTS2001
1177,INTS3040,False,True,, INTS3000 or EXLW320 or EXLW420 or EXLW4200 or EXLW534 or EXLW5340 or LAWS5301 or LAWS5304
1178,INTS3050,True,True,,Permission by special approval
1179,INTS3080,True,True,,Permission by special approval
1180,INTS3090,True,True,,Permission by special approval
1181,INTS7000,True,False,,Admission to MRes
1182,INTS7001,False,True,,Admission to MRes
1183,INTS8990,True,True,,Admission to MRes
1184,ITAL1010,True,False,,
1185,ITAL1020,False,True,,ITL102 or ITAL1010
1186,ITAL1210,True,False,,HSC Italian Continuers band 4 and above or Italian Extension band E3 and above
1187,ITAL1220,False,True,,ITAL1210
1188,ITAL2010,True,False,,ITAL1020 or ITL103
1189,ITAL2020,False,True,,ITAL2010 or ITL210
1190,ITAL2210,True,False,,ITAL1220
1191,ITAL2220,False,True,,ITAL2210
1192,ITAL3010,True,False,,ITAL2020 or ITL211
1193,ITAL3020,False,True,,ITAL3010 or ITL310
1194,JPNS1010,True,False,,
1195,JPNS1020,False,True,,JPS101 or JPNS1010
1196,JPNS1210,True,False,,HSC Japanese Continuers or HSC Japanese Extension
1197,JPNS1220,False,True,,JPNS1210
1198,JPNS2010,True,False,,JPNS1020 or JPS102
1199,JPNS2020,False,True,,JPNS2010 or JPS201
1200,JPNS2022,False,True,,80cp at 1000 level or above
1201,JPNS2210,True,False,,JPNS1220
1202,JPNS2220,False,True,,JPNS2210
1203,JPNS3010,True,False,,JPNS2020 or JPS202
1204,JPNS3015,True,False,,JPNS1220 or JPNS2020
1205,JPNS3020,False,True,,JPNS3010 or JPS301
1206,JPNS3021,False,True,,130cp at 1000 level or above
1207,JPNS3050,True,False,,JPNS1220 or JPNS2020 or JPNS2022 or ARTS1000
1208,JPNX1010,True,False,,
1209,LAWS1000,True,True,,Admission to LLB
1210,LAWS1010,False,True,,
1212,LAWS1100,True,True,LAW115 or LAWS1000,Admission to LLB
1213,LAWS1200,True,True,,LAWS1000 or LAW115
1214,LAWS1300,True,True,,LAW115 or LAWS1000
1215,LAWS2000,True,True,,60cp including LEX101 or LAWS1010 or LAW115 or LAWS1000
1216,LAWS2050,False,True,,60cp including LAWS1010 or LEX101 or LEX102 or PICT101 or PICT103 or PICT1030 or LAW109 or LAWS1300
1217,LAWS2060,True,False,,60cp at 1000 level or above including LAWS1010 or LEX101 or LEX102 or LAWS1000 or LAW115
1218,LAWS2100,False,True,,60cp including LAWS1000 or LAW115
1219,LAWS2200,True,False,,60cp including LAWS104 or LAWS1200
1220,LAWS2300,True,False,,60cp including LAWS104 or LAWS1200
1221,LAWS2400,False,True,,(LAW109 or LAWS1300) and (LAWS104 or LAW204 or LAWS1200)
1222,LAWS2500,False,True,,LAWS216 or LAWS2200
1223,LAWS3000,True,False,,20cp in LAW or LAWS units at 2000 level
1224,LAWS3200,True,False,,130cp including LAW203 or LAWS2400
1225,LAWS3300,False,True,,LAW314 or LAWS3000
1226,LAWS3400,False,True,,LAWS398 or LAWS3200
1228,LAWS5000,True,False,(LAWS398 or LAWS3200) or LAW456,140cp in LAW or LAWS units including ((LAW203 or LAWS2400) and (LAW315 or LAWS3300) and (LAWS217 or LAWS2500 or LAW317))
1229,LAWS5005,False,True,,(130cp in Law or LAWS units) or (130cp including LAWS260 or LAWS2060)
1230,LAWS5007,False,True,,130cp in LAW or LAWS units
1231,LAWS5010,False,True,,130cp in LAW or LAWS units
1232,LAWS5011,True,False,,(130cp in Law or LAWS units) or (130cp including LAWS260 or LAWS2060)
1233,LAWS5012,False,True,,130cp in LAW or LAWS units including LAW459 or LAWS259 or LAWS2000
1234,LAWS5018,False,True,,(130cp in Law or LAWS units) or (130cp including LAWS260 or LAWS2060 or ABST304 or ABST3040)
1235,LAWS5019,True,False,,(130cp in LAW or LAWS units) or (130cp including LAWS259 or LAWS2000)
1236,LAWS5020,True,False,,(130cp in LAW or LAWS units) or (130cp including LAWS260 or LAWS2060 or GEND2000 or GEN210)
1237,LAWS5021,False,True,,130cp in LAW or LAWS units
1238,LAWS5023,False,True,,(80cp in LAW or LAWS units) or (130cp including (MMCC2014 or MAS214) or (BUSL250 and BUSL301) or (BUSL251 or ACCG2051)
1239,LAWS5028,True,False,,(80cp in LAW or LAWS units) or (130cp including (BUSL250 and BUSL301) or BUSL251 or ACCG2051)
