Academic Item,Title,Version Number,Type,Status,Academic Org,Owning Faculty,Type,Description
EDST8226,Teaching Mathematics in the Secondary School 1,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,EDST8237
EDST8227,Teaching Mathematics in the Secondary School 2,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,EDST8226 and EDST8237
EDST8228,Teaching Science in the Secondary School 1,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,EDST8237
EDST8229,Teaching Science in the Secondary School 2,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,EDST8228 and EDST8237
EDST8230,Teaching Economics and Business Studies in the Secondary School 1,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,EDST8237
EDST8231,Teaching Economics and Business Studies in the Secondary School 2,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,EDST8230 and EDST8237
EDST8232,Teaching Geography in the Secondary School 1,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,EDST8237
EDST8233,Teaching Geography in the Secondary School 2,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,EDST8232 and EDST8237
EDST8234,Teaching Society and Culture in the Secondary School 1,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,EDST8237
EDST8235,Teaching Society and Culture in the Secondary School 2,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,EDST8234 and EDST8237
EDST8236,Teaching English as a Second Language in Schools,2023.01R,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,EDST8237
EDST8237,Professional Practice 1: Curriculum and Pedagogy,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,EDST8200
EDST8238,Professional Practice 2: Literacy and Numeracy for Diverse Learners,2023.05,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,EDST8237
EDST8238,Professional Practice 2: Literacy and Numeracy for Diverse Learners,2023.05,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,10cp from EDST8218 - EDST8234
EDST8240,Professional Practice 3 and Educational Research,2023.03,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,(Admission into MTeach (Prim) and EDST8212 or EDST8213 ) OR (Admission into MTeach (Secondary) and (EDST8219 or EDST8221 or EDST8223 or EDST8225 or EDST8227 or EDST8229 or EDST8231 or EDST8233 or EDST8235))
EDST8240,Professional Practice 3 and Educational Research,2023.03,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,80cps and EDST8999 and (EDST8211 or EDST8238)
EDST8280,Contemporary Approaches to Professional Practice,2023.01R,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,Admission to MSpecEd or GradDipSpecEd or MInc&SpecEd or GradDipInc&SpecEd or MEd or GradCertEd or GradDipEdStud or GradCertEdStud
EDST8290,Differentiated Instruction and Universal Design for Learning,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,Admission to MSpecEd or GradDipSpecEd or MInc&SpecEd or GradDipInc&SpecEd or GradCertInc&SpecEd or MEd or GradCertEd or GradDipEdStud or GradCertEdStud
EDST8300,Learner Development: Advances in Research and Practice,2023.01R,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,Admission to MTeach(Prim) or MTeach(Sec) or MEd or MEdLead or MEChild or GradCertEdStud or GradCertEd
EDST8300,Learner Development: Advances in Research and Practice,2023.01R,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),EDCN811
EDST8301,Inclusive and Special Education,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,Admission to MTeach (Birth to five) or MTeach(Prim) or MTeach(Sec) or MEd or MEdLead or MEChild or GradCertEdStud
EDST8302,Educational Assessment,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,Admission to MTeach(Prim) or MTeach(Sec) or MEd or GradCertEd or MEdLead or MHEd or GradCertHEd or MEChild or GradCertEChild or MTeach(0-5) or GradCertClinEdSim or MIndigenousEd or GradDipIndigenousEd or GradDipChildLit or MChildLit
EDST8302,Educational Assessment,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),"EDUC740, EDCN814"
EDST8303,"Enrichment, Thinking and Creativity in Curriculum",2023.03,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,(Admission MTeach(Sec) and EDST8200) or (Admission to MEd or MEdLead or MEChild or GradCertEdStud)
EDST8304,Learning Technologies in School,2023.01R,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,Admission to MTeach(Sec) or GradCertEd
EDST8310,Leading the Learning of New Teachers,2023.01R,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),EDCN831
EDST8310,Leading the Learning of New Teachers,2023.01R,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,Admission to MEd or GradCertEdS or MEdLead or MHEd or GradCertHEd or MEChild or GradCertEChild or MTeach(0-5) or GradCertClinEdSim or MIndigenousEd or GradDipIndigenousEd or GradDipChildLit or MChildLit
EDST8312,Bilingual Education: Theory and Practice,2023.01R,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,Admission to MEd or MEdLead or MEChild or MTeach(Sec) or GradCertEdStud
EDST8420,Leadership for Learning,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,Admission to MEd or PGDipEdS or GradCertEdS or MEdLead or GradCertHEd or MEChild or GradCertEChild or MTeach(0-5) or GradCertClinEdSim or MIndigenousEd or GradDipIndigenousEd or GradDipChildLit or MChildLit or MPH or MSocEntre or MAppLingTESOL or MTransInterMAppLingTESOL
EDST8420,Leadership for Learning,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),"EDL902, EHE902, EDCN842"
EDST8470,Human Resource Management in Education,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),"EDCN847, EHE912"
EDST8470,Human Resource Management in Education,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,Admission to MEd or GradCertEdS or MEdLead or MHEd or GradCertHEd or MEChild or GradCertEChild or MTeach(0-5) or GradCertClinEdSim or MIndigenousEd or GradDipIndigenousEd or GradDipChildLit or MChildLit
EDST8650,Design of Technology-Enhanced Learning,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),"EDUC706, EDCN865"
EDST8650,Design of Technology-Enhanced Learning,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,Admission to MEd or GradCertEdS or MEdLead or MHEd or GradCertHEd or MEChild or GradCertEChild or MTeach(0-5) or GradCertClinEdSim or MIndigenousEd or GradDipIndigenousEd or GradDipChildLit or MChildLit or MTeach(Prim) or MTeach(Sec)
EDST8990,Master of Research - Educational Studies,2023.01R,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),EDST899
EDST8990,Master of Research - Educational Studies,2023.01R,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,Admission to MRes
EDSX8000,Educational Research ,2023.01R,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,Admission to M Teaching (0 to 5) (OUA)
EDSX8209,Teaching The Arts ,2023.01R,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,EDSX8200 or ECHX6030
EDSX8301,Inclusive and Special Education ,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,Admission to MTeach (Birth to five)
EDTE4010,Professional Experience in the Secondary School I,2023.03,PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),TEP401
EDTE4010,Professional Experience in the Secondary School I,2023.03,PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,EDTE302 or EDTE3020
EDTE4010,Professional Experience in the Secondary School I,2023.03,PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,10cp from EDTE4210-EDTE4330 or TEP433 or 10cp from TEP421-TEP431
EDTE4020,Professional Experience in the Secondary School II,2023.02,PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,10cp from EDTE4220-EDTE4340 or TEP434 or 10cp from TEP422-TEP432
EDTE4020,Professional Experience in the Secondary School II,2023.02,PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),TEP402
EDTE4020,Professional Experience in the Secondary School II,2023.02,PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,TEP401(S) or EDTE4010
EDTE4030,Professional Experience in the Primary School 2,2023.02,PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,Admission to BEd(Prim) and EDTE3010 or EDTE301 or EDTE3540 or EDTE354
EDTE4030,Professional Experience in the Primary School 2,2023.02,PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),EDTE403
EDTE4030,Professional Experience in the Primary School 2,2023.02,PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,EDTE4550 or EDTE455
EDTE4040,Professional Experience in the Primary School 3,2023.03,PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),EDTE404
EDTE4040,Professional Experience in the Primary School 3,2023.03,PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,(EDTE403 or EDTE4030(S)) and (EDTE455 or EDTE4550)
EDTE4050,Professional Experience for Specific Purposes,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,EDTE455 or EDTE4550 or EDTE456 or EDTE4560 or EDTE433 or EDTE4330 or EDTE434 or EDTE4340 or 10cp from TEP421-TEP442
EDTE4050,Professional Experience for Specific Purposes,2023.02,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),EDTE405
EDTE4100,Social Sciences in the Secondary School 1,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),EDTE410
EDTE4100,Social Sciences in the Secondary School 1,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,130cp at 1000 level or above including (EDTE3870 or TEP387 or EDST3140) and permission by special approval
EDTE4100,Social Sciences in the Secondary School 1,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,EDST3010
EDTE4210,Economics and Business Studies in the Secondary School I,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),TEP421
EDTE4210,Economics and Business Studies in the Secondary School I,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,"130cp at 1000 level or above including (EDTE3870 or TEP387 or  EDST3140)
"
EDTE4210,Economics and Business Studies in the Secondary School I,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,EDST3010
EDTE4220,Economics and Business Studies in the Secondary School II,2023.03,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),TEP422
EDTE4220,Economics and Business Studies in the Secondary School II,2023.03,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,EDTE4210 and (TEP401 or EDTE4010(S) or EDST3010)
EDTE4230,English in the Secondary School I,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),TEP423
EDTE4230,English in the Secondary School I,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,"130cp at 1000 level or above including (EDTE3870 or TEP387 or EDST3140)
"
EDTE4230,English in the Secondary School I,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,EDST3010
EDTE4240,English in the Secondary School II,2023.03,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),TEP424
EDTE4240,English in the Secondary School II,2023.03,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,(EDTE4230 or TEP423) and (TEP401 or EDTE4010 or EDST3010)
EDTE4250,Geography in the Secondary School I,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),TEP425
EDTE4250,Geography in the Secondary School I,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,"130cp at 1000 level or above including (EDTE3870 or TEP387 or EDST3140)
"
EDTE4250,Geography in the Secondary School I,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,EDST3010
EDTE4260,Geography in the Secondary School II,2023.03,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,(EDTE4250 or TEP425) and (TEP401 or EDTE4010 or EDST3010)
EDTE4260,Geography in the Secondary School II,2023.03,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),TEP426
EDTE4270,History in the Secondary School I,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,EDST3010
EDTE4270,History in the Secondary School I,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),TEP427
EDTE4270,History in the Secondary School I,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,130cp at 1000 level or above including (EDTE3870 or TEP387 or EDST3140)
EDTE4280,History in the Secondary School II,2023.03,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),TEP428
EDTE4280,History in the Secondary School II,2023.03,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,(EDTE4270 or TEP427) and (TEP401 or EDTE4010 or EDST3010)
EDTE4290,Mathematics in the Secondary School I,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),TEP429
EDTE4290,Mathematics in the Secondary School I,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,130cp at 1000 level or above including (EDTE3870 or TEP387 or EDST3140)
EDTE4290,Mathematics in the Secondary School I,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,EDST3010
EDTE4300,Mathematics in the Secondary School II,2023.03,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,(EDTE4290 or TEP429) and (TEP401 or EDTE4010 or EDST3010)
EDTE4300,Mathematics in the Secondary School II,2023.03,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),TEP430
EDTE4310,Languages in the Secondary School I,2023.05,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,NCCW (pre-2020 units),TEP431
EDTE4310,Languages in the Secondary School I,2023.05,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,130cp at 1000 level or above including (EDTE3870 or TEP387 or EDST3140)
EDTE4310,Languages in the Secondary School I,2023.05,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Co-requisite,EDST3010
EDTE4320,Languages in the Secondary School II,2023.04,Non-PACE,Approved,Macquarie School of Education,Faculty of Arts,Pre-requisite,(TEP431 or EDTE4310) and (TEP401 or EDTE4010 or EDST3010)
